Basic ELO	k0	lambda	accuracy	precision	recall	f1	roc_auc
1300	14	0.4	0.631	0.644	0.6935	0.6655	0.6843
1300	14	0.6	0.6267	0.6385	0.6941	0.663	0.6798
1300	14	0.8	0.6198	0.6315	0.6903	0.658	0.669
1300	14	1.0	0.6074	0.6191	0.685	0.6491	0.6533
1300	14	1.2	0.5987	0.6085	0.69	0.6456	0.6375
1300	14	1.4	0.594	0.6032	0.694	0.6448	0.6292
1300	14	1.6	0.591	0.5989	0.7036	0.6457	0.6219
1300	14	1.8	0.5941	0.6039	0.6922	0.6437	0.6254
1300	16	0.2	0.6291	0.6419	0.693	0.6642	0.6835
1300	16	0.4	0.6324	0.6449	0.6954	0.6669	0.6834
1300	16	0.6	0.6244	0.6365	0.6914	0.6609	0.6775
1300	16	0.8	0.6161	0.6276	0.689	0.6555	0.6652
1300	16	1.0	0.6049	0.6165	0.6852	0.6478	0.649
1300	16	1.2	0.5995	0.609	0.6914	0.6465	0.6344
1300	16	1.4	0.5951	0.6041	0.6962	0.6458	0.629
1300	16	1.6	0.5913	0.5988	0.7061	0.6467	0.6224
1300	16	1.8	0.595	0.6045	0.6946	0.645	0.6259
1300	18	0.2	0.6311	0.644	0.6941	0.6658	0.6833
1300	18	0.4	0.6303	0.6426	0.6951	0.6656	0.6822
1300	18	0.6	0.6227	0.6349	0.6911	0.6603	0.6749
1300	18	0.8	0.6123	0.6242	0.686	0.6522	0.6619
1300	18	1.0	0.6048	0.6156	0.6866	0.6481	0.6456
1300	18	1.2	0.5968	0.6062	0.6916	0.6447	0.6321
1300	18	1.4	0.5938	0.6027	0.6954	0.6447	0.6276
1300	18	1.6	0.5947	0.6035	0.698	0.6459	0.6305
1300	18	1.8	0.5963	0.6044	0.7018	0.6482	0.6276
1400	2	0.2	0.6135	0.6209	0.7044	0.6584	0.6563
1400	2	0.4	0.6208	0.6302	0.7002	0.6611	0.6663
1400	2	0.6	0.6253	0.6366	0.6951	0.6623	0.6745
1400	2	0.8	0.6278	0.6404	0.693	0.6633	0.6815
1400	2	1.0	0.628	0.6397	0.6959	0.6643	0.6848
1400	2	1.2	0.6243	0.6363	0.6917	0.661	0.6823
1400	2	1.4	0.622	0.6328	0.6938	0.6601	0.6734
1400	2	1.6	0.6133	0.6233	0.6927	0.6548	0.6577
1400	2	1.8	0.6036	0.6137	0.6916	0.6489	0.6402
1400	4	0.2	0.6252	0.6336	0.7039	0.665	0.6695
1400	4	0.4	0.6257	0.6374	0.6941	0.6624	0.6772
1400	4	0.6	0.6298	0.6424	0.6938	0.6647	0.6836
1400	4	0.8	0.6297	0.6421	0.6938	0.6649	0.6856
1400	4	1.0	0.6253	0.637	0.6917	0.6615	0.6822
1400	4	1.2	0.6212	0.6326	0.6914	0.6591	0.672
1400	4	1.4	0.611	0.6214	0.6914	0.6534	0.6559
1400	4	1.6	0.6002	0.6099	0.6919	0.647	0.639
1400	4	1.8	0.5965	0.6051	0.6983	0.6471	0.6275
1400	6	0.2	0.6264	0.6372	0.6967	0.6636	0.675
1400	6	0.4	0.6325	0.6445	0.6965	0.6672	0.6821
1400	6	0.6	0.6335	0.6462	0.6957	0.6677	0.6855
1400	6	0.8	0.6263	0.6388	0.6909	0.6617	0.6839
1400	6	1.0	0.625	0.6359	0.6946	0.6623	0.676
1400	6	1.2	0.6134	0.6246	0.6887	0.6536	0.6617
1400	6	1.4	0.6021	0.6129	0.6863	0.6464	0.6442
1400	6	1.6	0.5988	0.6066	0.7007	0.6492	0.6309
1400	6	1.8	0.5931	0.602	0.6983	0.6453	0.626
1400	8	0.2	0.631	0.6415	0.7005	0.6676	0.6789
1400	8	0.4	0.6315	0.644	0.6957	0.6664	0.6843
1400	8	0.6	0.632	0.645	0.6938	0.666	0.6855
1400	8	0.8	0.626	0.6376	0.6933	0.6623	0.6808
1400	8	1.0	0.6174	0.6293	0.6876	0.6556	0.6697
1400	8	1.2	0.6096	0.6206	0.6882	0.6515	0.6532
1400	8	1.4	0.5994	0.6094	0.6908	0.6464	0.6373
1400	8	1.6	0.5927	0.6012	0.6983	0.645	0.6265
1400	8	1.8	0.59	0.5989	0.6988	0.6438	0.6244
1400	10	0.2	0.6312	0.6432	0.6959	0.6663	0.6811
1400	10	0.4	0.632	0.6452	0.6949	0.6666	0.685
1400	10	0.6	0.6304	0.6425	0.6954	0.6658	0.6843
1400	10	0.8	0.6242	0.6363	0.6911	0.6607	0.6769
1400	10	1.0	0.6128	0.6246	0.6866	0.6527	0.6632
1400	10	1.2	0.6035	0.6143	0.6874	0.6478	0.6463
1400	10	1.4	0.5948	0.6048	0.6906	0.6438	0.6332
1400	10	1.6	0.5934	0.6014	0.7004	0.6461	0.6264
1400	10	1.8	0.5931	0.6017	0.6996	0.6457	0.6264
1400	12	0.2	0.6311	0.6438	0.6951	0.6661	0.6825
1400	12	0.4	0.6318	0.6449	0.6941	0.6661	0.6851
1400	12	0.6	0.6298	0.6416	0.6957	0.6655	0.6822
1400	12	0.8	0.6226	0.6342	0.6924	0.6605	0.6728
1400	12	1.0	0.6094	0.6213	0.6844	0.6499	0.6581
1400	12	1.2	0.6028	0.6129	0.6903	0.6481	0.6413
1400	12	1.4	0.5931	0.603	0.6924	0.6435	0.6307
1400	12	1.6	0.5902	0.5987	0.7002	0.6444	0.6247
1400	12	1.8	0.5948	0.6033	0.6964	0.6454	0.6273
1400	14	0.2	0.6295	0.6426	0.6925	0.6645	0.6834
1400	14	0.4	0.6315	0.6447	0.6935	0.6659	0.6844
1400	14	0.6	0.6256	0.6378	0.6922	0.6618	0.68
1400	14	0.8	0.6188	0.6305	0.6898	0.6572	0.6691
1400	14	1.0	0.6089	0.6201	0.686	0.6502	0.6534
1400	14	1.2	0.5997	0.6093	0.6903	0.6462	0.6376
1400	14	1.4	0.5934	0.6028	0.6938	0.6443	0.6293
1400	14	1.6	0.5909	0.5996	0.6972	0.6438	0.6239
1400	14	1.8	0.5946	0.6022	0.7031	0.6476	0.6253
1400	16	0.2	0.6305	0.6434	0.6935	0.6653	0.6835
1400	16	0.4	0.6331	0.6453	0.6973	0.668	0.6836
1400	16	0.6	0.6243	0.6366	0.6909	0.6607	0.6776
1400	16	0.8	0.6155	0.6271	0.6879	0.6545	0.6653
1400	16	1.0	0.6062	0.6176	0.6855	0.6486	0.6493
1400	16	1.2	0.5967	0.6068	0.6884	0.6443	0.6346
1400	16	1.4	0.5948	0.6036	0.6951	0.6456	0.6291
1400	16	1.6	0.5923	0.6	0.7031	0.6464	0.6245
1400	16	1.8	0.593	0.6035	0.6898	0.6423	0.6301
1400	18	0.2	0.6315	0.6445	0.6941	0.6659	0.6835
1400	18	0.4	0.6312	0.6438	0.6951	0.6662	0.6824
1400	18	0.6	0.622	0.6343	0.6903	0.6592	0.6751
1400	18	0.8	0.6123	0.6243	0.6858	0.652	0.662
1400	18	1.0	0.6053	0.6161	0.6865	0.6483	0.6458
1400	18	1.2	0.5963	0.606	0.6903	0.6443	0.6322
1400	18	1.4	0.5941	0.6029	0.6962	0.6451	0.6283
1400	18	1.6	0.5899	0.5984	0.7007	0.6444	0.6237
1400	18	1.8	0.591	0.6003	0.6948	0.643	0.6271
1500	2	0.2	0.613	0.6198	0.7063	0.6585	0.655
1500	2	0.4	0.6201	0.6292	0.7002	0.6609	0.6665
1500	2	0.6	0.626	0.6371	0.6954	0.6628	0.6745
1500	2	0.8	0.6276	0.6397	0.6938	0.6635	0.6817
1500	2	1.0	0.6278	0.64	0.6962	0.6644	0.6848
1500	2	1.2	0.6249	0.6367	0.6919	0.6612	0.6824
1500	2	1.4	0.6219	0.6328	0.6935	0.66	0.6735
1500	2	1.6	0.6125	0.6227	0.6927	0.6544	0.6579
1500	2	1.8	0.6042	0.6139	0.6922	0.6495	0.6406
1500	4	0.2	0.6264	0.6353	0.7029	0.6655	0.6698
1500	4	0.4	0.6259	0.6378	0.6933	0.6622	0.6772
1500	4	0.6	0.6303	0.6433	0.6941	0.6649	0.6835
1500	4	0.8	0.6288	0.6416	0.6925	0.6638	0.6855
1500	4	1.0	0.6253	0.6373	0.6917	0.6615	0.6824
1500	4	1.2	0.6202	0.6317	0.6908	0.6583	0.6721
1500	4	1.4	0.6111	0.6214	0.6916	0.6535	0.656
1500	4	1.6	0.5998	0.61	0.6903	0.6464	0.6391
1500	4	1.8	0.5984	0.6069	0.6991	0.6486	0.6275
1500	6	0.2	0.6264	0.6366	0.6967	0.6633	0.6747
1500	6	0.4	0.632	0.6437	0.697	0.6671	0.6821
1500	6	0.6	0.6318	0.645	0.6938	0.6661	0.6856
1500	6	0.8	0.626	0.6384	0.6911	0.6619	0.6841
1500	6	1.0	0.6244	0.6356	0.6949	0.6622	0.6761
1500	6	1.2	0.6131	0.6242	0.6887	0.6537	0.6618
1500	6	1.4	0.6025	0.6131	0.6873	0.6471	0.6443
1500	6	1.6	0.5981	0.606	0.6986	0.6481	0.6311
1500	6	1.8	0.5914	0.601	0.6972	0.6443	0.624
1500	8	0.2	0.6288	0.6396	0.6983	0.6656	0.6787
1500	8	0.4	0.632	0.6446	0.6957	0.6666	0.6843
1500	8	0.6	0.6322	0.6452	0.693	0.6661	0.6855
1500	8	0.8	0.6256	0.637	0.6943	0.6626	0.6809
1500	8	1.0	0.6171	0.6292	0.6871	0.6556	0.6698
1500	8	1.2	0.6093	0.6203	0.6879	0.6511	0.6535
1500	8	1.4	0.5994	0.6093	0.6906	0.6463	0.6374
1500	8	1.6	0.5926	0.6014	0.6978	0.645	0.6265
1500	8	1.8	0.592	0.6013	0.6954	0.6435	0.6252
1500	10	0.2	0.6322	0.6441	0.6965	0.6671	0.6811
1500	10	0.4	0.6312	0.6445	0.6938	0.6658	0.6848
1500	10	0.6	0.6297	0.6421	0.6943	0.6649	0.6842
1500	10	0.8	0.6247	0.637	0.6922	0.6616	0.6771
1500	10	1.0	0.6131	0.6251	0.6858	0.6526	0.6634
1500	10	1.2	0.6029	0.6138	0.6866	0.6472	0.6465
1500	10	1.4	0.5946	0.6046	0.69	0.6434	0.6331
1500	10	1.6	0.5931	0.6007	0.7023	0.6466	0.626
1500	10	1.8	0.596	0.6043	0.6988	0.6468	0.628
1500	12	0.2	0.6307	0.6436	0.6935	0.6654	0.6825
1500	12	0.4	0.6308	0.6445	0.693	0.6653	0.6851
1500	12	0.6	0.6286	0.641	0.6938	0.6643	0.6823
1500	12	0.8	0.623	0.6346	0.693	0.6607	0.673
1500	12	1.0	0.61	0.6217	0.685	0.6506	0.6581
1500	12	1.2	0.6025	0.6123	0.6895	0.6474	0.6415
1500	12	1.4	0.5934	0.603	0.693	0.6439	0.6304
1500	12	1.6	0.5941	0.6011	0.7077	0.6487	0.6252
1500	12	1.8	0.5905	0.5993	0.6972	0.6433	0.627
1500	14	0.2	0.6305	0.6432	0.6946	0.6656	0.6832
1500	14	0.4	0.6321	0.6453	0.6933	0.666	0.6846
1500	14	0.6	0.6271	0.6389	0.6941	0.6633	0.6802
1500	14	0.8	0.6193	0.631	0.6906	0.6578	0.6692
1500	14	1.0	0.6094	0.6207	0.6866	0.6508	0.6536
1500	14	1.2	0.5988	0.6087	0.6892	0.6455	0.6376
1500	14	1.4	0.5923	0.602	0.6932	0.6434	0.6293
1500	14	1.6	0.595	0.603	0.701	0.647	0.6265
1500	14	1.8	0.5912	0.5992	0.7039	0.646	0.6231
1500	16	0.2	0.6305	0.6435	0.6927	0.6649	0.6836
1500	16	0.4	0.631	0.6441	0.693	0.6654	0.6836
1500	16	0.6	0.6246	0.6367	0.6922	0.6612	0.6777
1500	16	0.8	0.6154	0.6269	0.6879	0.6545	0.6655
1500	16	1.0	0.6057	0.6174	0.6847	0.6481	0.6494
1500	16	1.2	0.5973	0.6072	0.6892	0.6444	0.6346
1500	16	1.4	0.5947	0.6037	0.6946	0.6452	0.6293
1500	16	1.6	0.5944	0.6016	0.7058	0.6487	0.6245
1500	16	1.8	0.5933	0.6014	0.7004	0.6458	0.6234
1500	18	0.2	0.6312	0.6445	0.6927	0.6655	0.6837
1500	18	0.4	0.6303	0.6432	0.693	0.665	0.6825
1500	18	0.6	0.6229	0.6351	0.6919	0.6602	0.6752
1500	18	0.8	0.6118	0.624	0.6847	0.6516	0.6621
1500	18	1.0	0.6057	0.6165	0.6874	0.6488	0.646
1500	18	1.2	0.5961	0.6058	0.6903	0.6444	0.6323
1500	18	1.4	0.5955	0.6038	0.6983	0.6467	0.6281
1500	18	1.6	0.5878	0.5972	0.6935	0.6409	0.6215
1500	18	1.8	0.5947	0.6026	0.7018	0.6474	0.6261
1600	2	0.2	0.6127	0.6194	0.7068	0.6586	0.6542
1600	2	0.4	0.6191	0.6286	0.6981	0.6596	0.6659
1600	2	0.6	0.6263	0.637	0.697	0.6635	0.6743
1600	2	0.8	0.6286	0.6406	0.6954	0.6643	0.6814
1600	2	1.0	0.6274	0.6391	0.697	0.6642	0.6847
1600	2	1.2	0.6252	0.6371	0.6925	0.6616	0.6824
1600	2	1.4	0.622	0.6328	0.6943	0.6603	0.6736
1600	2	1.6	0.6121	0.6224	0.6922	0.654	0.6581
1600	2	1.8	0.6043	0.614	0.693	0.6495	0.6406
1600	4	0.2	0.6247	0.6329	0.705	0.6652	0.6693
1600	4	0.4	0.6252	0.6368	0.6935	0.662	0.6772
1600	4	0.6	0.6295	0.6427	0.6919	0.664	0.6835
1600	4	0.8	0.629	0.6418	0.6933	0.6641	0.6854
1600	4	1.0	0.6259	0.6377	0.6927	0.6622	0.6825
1600	4	1.2	0.6202	0.6323	0.6895	0.6578	0.6722
1600	4	1.4	0.6101	0.621	0.689	0.652	0.6562
1600	4	1.6	0.5995	0.6097	0.69	0.6462	0.6393
1600	4	1.8	0.5977	0.6065	0.6986	0.648	0.6276
1600	6	0.2	0.6249	0.6352	0.6975	0.6629	0.6747
1600	6	0.4	0.6301	0.6424	0.6951	0.6654	0.6821
1600	6	0.6	0.6318	0.6449	0.6938	0.6659	0.6856
1600	6	0.8	0.6261	0.6391	0.6909	0.6617	0.6842
1600	6	1.0	0.6247	0.6359	0.6943	0.6623	0.6762
1600	6	1.2	0.6128	0.6238	0.689	0.6535	0.6619
1600	6	1.4	0.6024	0.6132	0.6868	0.6467	0.6445
1600	6	1.6	0.5978	0.6064	0.6975	0.6476	0.6311
1600	6	1.8	0.5941	0.6024	0.701	0.6464	0.6247
1600	8	0.2	0.6293	0.6403	0.6973	0.6654	0.6786
1600	8	0.4	0.6305	0.6429	0.6954	0.6656	0.6843
1600	8	0.6	0.6321	0.645	0.6925	0.6654	0.6856
1600	8	0.8	0.6261	0.6376	0.6943	0.6628	0.681
1600	8	1.0	0.6189	0.6305	0.6903	0.6573	0.6699
1600	8	1.2	0.6097	0.6209	0.6876	0.6514	0.6537
1600	8	1.4	0.5991	0.6091	0.6898	0.6457	0.6375
1600	8	1.6	0.5924	0.6008	0.6991	0.6452	0.6261
1600	8	1.8	0.591	0.5993	0.7007	0.6449	0.6253
1600	10	0.2	0.6303	0.6422	0.6954	0.6655	0.681
1600	10	0.4	0.6304	0.6435	0.693	0.665	0.685
1600	10	0.6	0.631	0.6436	0.6938	0.6655	0.6844
1600	10	0.8	0.6247	0.6367	0.6922	0.6614	0.6772
1600	10	1.0	0.6141	0.6257	0.6874	0.6537	0.6636
1600	10	1.2	0.6042	0.6148	0.6879	0.648	0.6467
1600	10	1.4	0.5944	0.6042	0.6911	0.6437	0.6331
1600	10	1.6	0.5936	0.6009	0.7052	0.6477	0.6253
1600	10	1.8	0.5957	0.6044	0.6959	0.6458	0.6276
1600	12	0.2	0.63	0.6425	0.6941	0.6645	0.6825
1600	12	0.4	0.6311	0.6447	0.6927	0.6654	0.685
1600	12	0.6	0.6286	0.6408	0.6933	0.6639	0.6824
1600	12	0.8	0.6235	0.6349	0.6935	0.6612	0.6732
1600	12	1.0	0.6104	0.622	0.6858	0.6511	0.6583
1600	12	1.2	0.6022	0.6123	0.6884	0.6471	0.6416
1600	12	1.4	0.5936	0.6028	0.694	0.6444	0.6303
1600	12	1.6	0.5906	0.5981	0.7058	0.6464	0.6215
1600	12	1.8	0.5947	0.6024	0.7013	0.647	0.6283
1600	14	0.2	0.6301	0.643	0.6933	0.665	0.6832
1600	14	0.4	0.6317	0.6452	0.6927	0.6656	0.6845
1600	14	0.6	0.6263	0.6383	0.6933	0.6625	0.6802
1600	14	0.8	0.6185	0.6304	0.689	0.6567	0.6693
1600	14	1.0	0.609	0.6205	0.686	0.6504	0.6538
1600	14	1.2	0.599	0.6089	0.6895	0.6454	0.6378
1600	14	1.4	0.592	0.6015	0.6924	0.6429	0.6293
1600	14	1.6	0.5944	0.603	0.7007	0.647	0.6271
1600	14	1.8	0.5907	0.5999	0.6967	0.6436	0.6224
1600	16	0.2	0.63	0.6429	0.6925	0.6646	0.6837
1600	16	0.4	0.6322	0.645	0.6946	0.6667	0.6837
1600	16	0.6	0.6249	0.637	0.6919	0.6614	0.6779
1600	16	0.8	0.6158	0.6275	0.6884	0.6554	0.6656
1600	16	1.0	0.6053	0.6169	0.6841	0.648	0.6496
1600	16	1.2	0.5974	0.6073	0.6892	0.6448	0.6347
1600	16	1.4	0.5936	0.6026	0.694	0.6442	0.6294
1600	16	1.6	0.5931	0.6005	0.7047	0.6474	0.6242
1600	16	1.8	0.5933	0.6027	0.6943	0.6439	0.6258
1600	18	0.2	0.631	0.6442	0.6922	0.6651	0.6836
1600	18	0.4	0.6318	0.6447	0.6938	0.6664	0.6826
1600	18	0.6	0.6227	0.6346	0.6911	0.6598	0.6753
1600	18	0.8	0.6135	0.6255	0.6863	0.653	0.6622
1600	18	1.0	0.6059	0.6168	0.6871	0.649	0.6462
1600	18	1.2	0.5965	0.6064	0.69	0.6444	0.6324
1600	18	1.4	0.5961	0.6044	0.6983	0.6469	0.6283
1600	18	1.6	0.5923	0.6003	0.7039	0.6467	0.6236
1600	18	1.8	0.5999	0.6079	0.6999	0.6493	0.6266
1700	2	0.2	0.6133	0.62	0.706	0.6586	0.6538
1700	2	0.4	0.621	0.6299	0.7015	0.662	0.6663
1700	2	0.6	0.6252	0.6359	0.6951	0.6621	0.6741
1700	2	0.8	0.6284	0.6405	0.6951	0.6643	0.6813
1700	2	1.0	0.6254	0.6378	0.6943	0.6623	0.6845
1700	2	1.2	0.6252	0.6373	0.6922	0.6614	0.6825
1700	2	1.4	0.622	0.6327	0.6943	0.6603	0.6737
1700	2	1.6	0.6113	0.6215	0.6908	0.653	0.6583
1700	2	1.8	0.6038	0.6133	0.6932	0.6497	0.6409
1700	4	0.2	0.6249	0.6332	0.7039	0.6649	0.6687
1700	4	0.4	0.6271	0.6385	0.6962	0.6638	0.6771
1700	4	0.6	0.6303	0.6431	0.6935	0.6649	0.6832
1700	4	0.8	0.629	0.6417	0.6933	0.6641	0.6854
1700	4	1.0	0.625	0.6369	0.6925	0.6616	0.6825
1700	4	1.2	0.6202	0.6318	0.6911	0.6581	0.6724
1700	4	1.4	0.6106	0.6214	0.6882	0.6521	0.6564
1700	4	1.6	0.5992	0.6094	0.689	0.6457	0.6394
1700	4	1.8	0.598	0.6067	0.6986	0.6481	0.6278
1700	6	0.2	0.6236	0.6342	0.6965	0.6618	0.6747
1700	6	0.4	0.6308	0.6431	0.6957	0.666	0.6819
1700	6	0.6	0.6318	0.6447	0.6935	0.6656	0.6856
1700	6	0.8	0.6267	0.6391	0.6919	0.6624	0.6843
1700	6	1.0	0.6244	0.6357	0.6935	0.6616	0.6764
1700	6	1.2	0.6133	0.6242	0.689	0.6538	0.6622
1700	6	1.4	0.6026	0.6134	0.6874	0.6471	0.6447
1700	6	1.6	0.5985	0.6073	0.697	0.6478	0.6312
1700	6	1.8	0.5946	0.6031	0.6996	0.6464	0.6247
1700	8	0.2	0.6301	0.6414	0.6973	0.666	0.6785
1700	8	0.4	0.6308	0.6435	0.6943	0.6656	0.684
1700	8	0.6	0.6317	0.6449	0.6922	0.6654	0.6855
1700	8	0.8	0.6274	0.6387	0.6954	0.6639	0.681
1700	8	1.0	0.6184	0.63	0.6906	0.6572	0.6699
1700	8	1.2	0.61	0.6213	0.6882	0.6519	0.6539
1700	8	1.4	0.5991	0.6092	0.6895	0.6457	0.6377
1700	8	1.6	0.5929	0.6011	0.7004	0.6459	0.6259
1700	8	1.8	0.5931	0.6008	0.7031	0.6469	0.623
1700	10	0.2	0.6308	0.6428	0.6959	0.6661	0.6813
1700	10	0.4	0.6307	0.644	0.6935	0.6654	0.6848
1700	10	0.6	0.6314	0.6437	0.6951	0.6662	0.6844
1700	10	0.8	0.6261	0.6381	0.6933	0.6629	0.6773
1700	10	1.0	0.6145	0.626	0.6879	0.6541	0.6638
1700	10	1.2	0.6033	0.6143	0.686	0.6471	0.647
1700	10	1.4	0.5943	0.604	0.6911	0.6436	0.633
1700	10	1.6	0.5943	0.6018	0.7031	0.6477	0.6252
1700	10	1.8	0.5971	0.6053	0.702	0.6486	0.6237
1700	12	0.2	0.6293	0.6422	0.6919	0.6637	0.6823
1700	12	0.4	0.6304	0.644	0.6919	0.6646	0.685
1700	12	0.6	0.6286	0.6406	0.6946	0.6644	0.6826
1700	12	0.8	0.6232	0.6347	0.693	0.6609	0.6734
1700	12	1.0	0.611	0.6224	0.686	0.6515	0.6584
1700	12	1.2	0.6022	0.6127	0.6884	0.6473	0.6418
1700	12	1.4	0.5944	0.6036	0.6948	0.6449	0.6302
1700	12	1.6	0.593	0.6002	0.7047	0.6475	0.6241
1700	12	1.8	0.5992	0.6071	0.6999	0.649	0.6264
1700	14	0.2	0.6304	0.6431	0.6933	0.6651	0.6831
1700	14	0.4	0.6303	0.6437	0.6922	0.6646	0.6846
1700	14	0.6	0.6253	0.6375	0.6919	0.6615	0.6804
1700	14	0.8	0.6186	0.6302	0.6895	0.6569	0.6695
1700	14	1.0	0.6089	0.6202	0.686	0.6503	0.6539
1700	14	1.2	0.599	0.609	0.6884	0.6453	0.6379
1700	14	1.4	0.5913	0.6009	0.6916	0.6423	0.6291
1700	14	1.6	0.5953	0.6024	0.705	0.6486	0.6263
1700	14	1.8	0.5961	0.6049	0.6988	0.6472	0.6262
1700	16	0.2	0.6295	0.6424	0.6925	0.6642	0.6834
1700	16	0.4	0.6325	0.6453	0.6951	0.6671	0.6836
1700	16	0.6	0.6249	0.6372	0.6909	0.661	0.678
1700	16	0.8	0.6162	0.6279	0.6882	0.6552	0.6657
1700	16	1.0	0.6063	0.6179	0.6866	0.6492	0.6498
1700	16	1.2	0.5968	0.6068	0.689	0.6443	0.6348
1700	16	1.4	0.5924	0.6019	0.6935	0.6434	0.6294
1700	16	1.6	0.5924	0.6008	0.698	0.6446	0.6245
1700	16	1.8	0.5929	0.6014	0.6991	0.6453	0.6248
1700	18	0.2	0.6301	0.6432	0.6917	0.6646	0.6836
1700	18	0.4	0.6301	0.6433	0.6917	0.6644	0.6825
1700	18	0.6	0.6222	0.6346	0.689	0.6589	0.6755
1700	18	0.8	0.6131	0.6244	0.6879	0.6532	0.6625
1700	18	1.0	0.6052	0.6159	0.6863	0.6481	0.6463
1700	18	1.2	0.596	0.606	0.6889	0.644	0.6324
1700	18	1.4	0.596	0.6042	0.6986	0.6469	0.6282
1700	18	1.6	0.5913	0.5994	0.7028	0.6459	0.6256
1700	18	1.8	0.5982	0.6063	0.7015	0.6491	0.6305
